"(Benchmark_method, commit)",Move Source Folder,Move Class,Change Attribute Type,Extract Method,Add Parameter,Add Attribute Annotation,Remove Attribute Annotation,Change Parameter Type,Change Variable Type,Remove Class Annotation,Add Method Annotation,Remove Method Annotation,Move Method,Change Return Type,Move Attribute,Extract And Move Method,Extract Variable,Extract Superclass,Pull Up Attribute,Remove Parameter,Modify Method Annotation,Extract Class,Add Parameter Annotation,Inline Method,Add Class Annotation,Modify Class Annotation,Split Attribute,Modify Parameter Annotation,Extract Interface,Pull Up Method,Move And Inline Method,Merge Parameter,Remove Parameter Annotation,Extract Subclass,Push Down Method,Inline Variable,Change Package,Push Down Attribute,Merge Variable,Modify Attribute Annotation,Parameterize Variable,Extract Attribute,Replace Variable With Attribute,Merge Attribute,Replace Attribute,Reorder Parameter,sum,delta
"(zipkin2.codec.ProtoCodecBenchmarks.bytes_wireDecoder,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.EndpointBenchmarks.parseIpv6_bytes,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.collector.MetricsBenchmarks.incrementBytes_shortSpans_Actuate,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.SpanBenchmarks.padLeft_15Chars,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.writeChineseSpan_PROTO3,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.SpanBenchmarks.buildClientSpan_clone,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.EndpointBenchmarks.parseIpv4_literal,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.DelayLimiterBenchmarks.shouldInvoke_sameData,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.WriteBufferBenchmarks.writeLongLe,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.writeTenClientSpans_JSON_V2,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.EndpointBenchmarks.parseIpv4_bytes,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.ReadBufferBenchmarks.readLongReverseBytes,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.WriteBufferBenchmarks.varIntSizeInBytes_32,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.SpanBenchmarks.buildClientSpan_clear,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.SpanBenchmarks.serialize_kryo,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.server.internal.throttle.ThrottledCallBenchmarks.execute_throttled,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readClientSpan_PROTO3,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.EndpointBenchmarks.parseIpv6_literal,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.collector.MetricsBenchmarks.incrementBytes_longSpans_inMemory,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.collector.MetricsBenchmarks.incrementBytes_shortSpans_inMemory,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.SpanBenchmarks.buildClientSpan_longs,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.SpanBenchmarks.padLeft_17Chars,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.writeClientSpan_THRIFT,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.ReadBufferBenchmarks.readLong,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.WriteBufferBenchmarks.writeVarint_32,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.WriteBufferBenchmarks.writeUtf8_chinese,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.SpanBenchmarks.deserialize_kryo,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.WriteBufferBenchmarks.writeUtf8_chinese_jdk,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.JsonCodecBenchmarks.bytebuffer_zipkinDecoder,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.elasticsearch.internal.BulkRequestBenchmarks.buildAndWriteRequest_tenSpans,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.elasticsearch.internal.BulkRequestBenchmarks.buildAndWriteRequest_singleSpan,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.ProtoCodecBenchmarks.bytebuffer_protobufDecoder,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.EndpointBenchmarks.parseIpv4_addr,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readChineseSpan_THRIFT,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readChineseSpan_PROTO3,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.writeChineseSpan_THRIFT,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readTenClientSpans_JSON_V2,45fa8ea2f1dcbf1bbbe9a65e9e05879fe7799f73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.BufferBenchmarks.writeVarint_32,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.writeClientSpan_proto3,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.BufferBenchmarks.writeVarint_64,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readTenClientSpans_json,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readChineseSpan_json,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.writeChineseSpan_json,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.BufferBenchmarks.varIntSizeInBytes_64,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.collector.MetricsBenchmarks.incrementBytes_mediumSpans_Actuate,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.DelayLimiterBenchmarks.shouldInvoke_randomData,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.writeClientSpan_java,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.collector.MetricsBenchmarks.incrementBytes_mediumSpans_inMemory,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.EndpointBenchmarks.parseIpv6_addr,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.SpanBenchmarks.buildClientSpan,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readClientSpan_proto3,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.collector.MetricsBenchmarks.incrementBytes_longSpans_Actuate,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.BufferBenchmarks.writeLongLe,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.collector.MetricsBenchmarks.incrementBytes_shortSpans_Actuate,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.SpanBenchmarks.buildClientSpan_clone,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.EndpointBenchmarks.parseIpv4_literal,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readClientSpan_json,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.DelayLimiterBenchmarks.shouldInvoke_sameData,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.writeTenClientSpans_json,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.SpanBenchmarks.buildClientSpan_clear,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.EndpointBenchmarks.parseIpv6_literal,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readChineseSpan_proto3,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.writeChineseSpan_proto3,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.writeClientSpan_json_legacy,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.collector.MetricsBenchmarks.incrementBytes_longSpans_inMemory,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.collector.MetricsBenchmarks.incrementBytes_shortSpans_inMemory,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.BufferBenchmarks.writeUtf8_chinese_jdk,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.writeTenClientSpans_json_legacy,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.BufferBenchmarks.utf8SizeInBytes_chinese,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.BufferBenchmarks.writeUtf8_chinese,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readChineseSpan_proto3_protobuf,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readClientSpan_java,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.writeClientSpan_json,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.EndpointBenchmarks.parseIpv4_addr,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.BufferBenchmarks.varIntSizeInBytes_32,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readClientSpan_proto3_protobuf,5963df6cc53ca546b2055168252c506189c7f6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readClientSpan_JSON_V2,7bd40d01e7ddc416c8689426b822ad2c980e61c1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.WriteBufferBenchmarks.writeVarint_64,7bd40d01e7ddc416c8689426b822ad2c980e61c1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.JsonCodecBenchmarks.bytes_jacksonDecoder,7bd40d01e7ddc416c8689426b822ad2c980e61c1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.internal.WriteBufferBenchmarks.utf8SizeInBytes_chinese,7bd40d01e7ddc416c8689426b822ad2c980e61c1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.server.internal.throttle.ThrottledCallBenchmarks.execute_overCapacity,7bd40d01e7ddc416c8689426b822ad2c980e61c1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.JsonCodecBenchmarks.bytes_zipkinDecoder,7bd40d01e7ddc416c8689426b822ad2c980e61c1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.ProtoCodecBenchmarks.bytebuffer_zipkinDecoder,7bd40d01e7ddc416c8689426b822ad2c980e61c1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(zipkin2.codec.CodecBenchmarks.readChineseSpan_JSON_V1,7bd40d01e7ddc416c8689426b822ad2c980e61c1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
