"(Benchmark_method, commit)",Remove Method Annotation,Change Attribute Type,Change Parameter Type,Modify Class Annotation,Change Return Type,Extract Variable,Add Method Annotation,Extract Method,Change Variable Type,Move Class,Extract Superclass,Extract Class,Move Method,Move Attribute,Extract Interface,Add Class Annotation,Remove Class Annotation,Add Parameter,Modify Method Annotation,Remove Attribute Annotation,Pull Up Method,Remove Parameter,Replace Variable With Attribute,Move And Inline Method,Inline Variable,Add Attribute Annotation,Parameterize Variable,Inline Method,Extract And Move Method,Extract Subclass,Push Down Method,Push Down Attribute,Merge Parameter,Extract Attribute,Remove Parameter Annotation,Modify Parameter Annotation,Add Parameter Annotation,Add Variable Annotation,Change Package,Pull Up Attribute,Move Source Folder,Reorder Parameter,Merge Attribute,sum,delta
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapUnqualifiedBean,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByOrdinal,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsRandomCase,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseRandomCase,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersAnnotated,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersUnannotated,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapQualifiedBean,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringNotEquals,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsOther,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseCopy,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByExactName,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByRandomCaseName,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsCopy,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsCopy,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseSensitive,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsRandomCase,bed76121bfc27906e520968b353a63192641a727)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsOther,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseInsensitive,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseOther,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapUnqualifiedBean,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByOrdinal,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsRandomCase,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseRandomCase,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersAnnotated,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersUnannotated,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapQualifiedBean,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringNotEquals,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsOther,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseCopy,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByExactName,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByRandomCaseName,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsCopy,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsCopy,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseSensitive,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsRandomCase,082830b11bc799997312f66d814a8e915c8bc71d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsOther,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseInsensitive,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseOther,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapUnqualifiedBean,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByOrdinal,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsRandomCase,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseRandomCase,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersAnnotated,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersUnannotated,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapQualifiedBean,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringNotEquals,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsOther,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseCopy,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByExactName,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByRandomCaseName,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsCopy,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsCopy,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseSensitive,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsRandomCase,2273bd5e2f485642db3384fe37edf73a95db765a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
