"(Benchmark_method, commit)",Add Parameter,Extract Method,Change Variable Type,Remove Method Annotation,Move Source Folder,Add Class Annotation,Move Class,Inline Method,Change Attribute Type,Change Return Type,Change Parameter Type,Extract Attribute,Add Method Annotation,Extract Variable,Inline Variable,Extract And Move Method,Pull Up Method,Move Method,Remove Parameter,Extract Superclass,Extract Class,Extract Subclass,Move Attribute,Push Down Method,Push Down Attribute,Merge Parameter,Merge Variable,Parameterize Variable,Merge Attribute,Replace Variable With Attribute,Modify Class Annotation,Pull Up Attribute,Remove Class Annotation,Modify Method Annotation,Move And Inline Method,Add Parameter Annotation,Add Attribute Annotation,Modify Attribute Annotation,Reorder Parameter,Remove Attribute Annotation,Split Attribute,Remove Parameter Annotation,Extract Interface,Split Parameter,Change Package,Split Variable,Replace Attribute,Modify Parameter Annotation,sum,delta
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyLong.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerNativeVectorFastBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiNativeVectorFastBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerRowModeHashMapBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerRowModeOptimized_Bench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyFloat.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.DoubleColDivideRepeatingDoubleColumnBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyOuterNativeVectorFastBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.LongColAddLongColumnBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerBigOnlyVectorPassThrough_Bench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyLeftSemiNativeVectorFastBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerBigOnlyNativeVectorFastBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.getRecordReader,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyDouble.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyTimestamp.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyTimestamp.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyDate.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerBigOnlyRowModeOptimized_Bench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.LongColDivideRepeatingLongColumnBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyFloat.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.ColOrColBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiNativeVectorFastBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyOuterRowModeOptimized_Bench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerRowModeHashMapBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterVectorPassThrough_Bench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorFastBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiNativeVectorOptimizedBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerVectorPassThrough_Bench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerBigOnlyNativeVectorOptimizedBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColLessEqualLongScalarBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColEqualLongScalarBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerVectorPassThrough_Bench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.IfExprLongColumnRepeatingLongColumnBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.read,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyShort.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiRowModeOptimized_Bench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColGreaterLongColumnBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColEqualLongColumnBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerBigOnlyNativeVectorOptimizedBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerNativeVectorFastBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiVectorPassThrough_Bench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColLessEqualLongColumnBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyDate.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColNotEqualLongColumnBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.deserialize,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyInteger.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyShort.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyLeftSemiVectorPassThrough_Bench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerNativeVectorOptimizedBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.operators.VectorSelectOperatorBench.testSelectStar,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerBigOnlyRowModeOptimized_Bench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.operators.VectorSelectOperatorBench.testVectorSelectVectorForward,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.DoubleColDivideDoubleColumnBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyOuterRowModeHashMapBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerRowModeHashMapBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarEqualLongColumnBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.hash.Murmur3Bench.Hash64Bench.longBytesHash,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerNativeVectorOptimizedBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyLeftSemiRowModeHashMapBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerRowModeOptimized_Bench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.LongColAddLongColumnCheckedBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyInteger.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarGreaterEqualLongColumnBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyOuterNativeVectorOptimizedBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyShort.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColLessLongColumnBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.RepeatingColOrColBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerBigOnlyRowModeHashMapBench.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyTimestamp.bench,92d9f7d331fcf1e9e9c40bda9875491f2484206f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
