"(Benchmark_method, commit)",Add Method Annotation,Remove Method Annotation,Modify Method Annotation,Add Parameter,Remove Class Annotation,Inline Variable,Inline Method,Extract Variable,Change Return Type,Change Variable Type,Remove Parameter,Extract Method,Change Parameter Type,Extract Attribute,Move Class,Change Attribute Type,Merge Variable,Move And Inline Method,Push Down Method,Remove Attribute Annotation,Extract Interface,Pull Up Attribute,Add Attribute Annotation,Add Class Annotation,Move Method,Move Source Folder,Extract Subclass,Push Down Attribute,Parameterize Variable,Move Attribute,Pull Up Method,Extract And Move Method,Split Attribute,Extract Superclass,Extract Class,Reorder Parameter,Modify Class Annotation,Add Parameter Annotation,Remove Parameter Annotation,Modify Parameter Annotation,Replace Variable With Attribute,Modify Attribute Annotation,Merge Attribute,Merge Parameter,Replace Attribute,Split Parameter,Add Variable Annotation,Change Package,Remove Variable Annotation,sum,delta
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized,5be31dba804baf22ca56d72f05de285c6e0ebf6c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJavassist,5be31dba804baf22ca56d72f05de285c6e0ebf6c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkJavassist,5be31dba804baf22ca56d72f05de285c6e0ebf6c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib,5be31dba804baf22ca56d72f05de285c6e0ebf6c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy,5be31dba804baf22ca56d72f05de285c6e0ebf6c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAnnotations,5be31dba804baf22ca56d72f05de285c6e0ebf6c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorWithTypePool,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegator,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxy,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.baseline,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJavassist,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixWithTypePool,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.baseline,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithPrefix,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithAccessor,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddyWithTypePool,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddy,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkCglib,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJavassist,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegator,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkJavassist,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegatorWithTypePool,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy,3a9b6d2ca608ea49adeaafc1fc1e834d1edc1cb2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.baseline,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJavassist,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.baseline,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddy,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithAnnotations,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkCglib,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJavassist,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkJavassist,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAnnotations,9dd6aef86a873616d0d0c3d77c5580a5f19dc71a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorWithTypePool,944ea9059d6453f454ad76d834b3efaabe774afc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy,944ea9059d6453f454ad76d834b3efaabe774afc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegator,944ea9059d6453f454ad76d834b3efaabe774afc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxy,944ea9059d6453f454ad76d834b3efaabe774afc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist,944ea9059d6453f454ad76d834b3efaabe774afc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy,944ea9059d6453f454ad76d834b3efaabe774afc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
