"(Benchmark_method, commit)",Add Method Annotation,Remove Method Annotation,Modify Method Annotation,Add Parameter,Remove Class Annotation,Inline Variable,Inline Method,Extract Variable,Change Return Type,Change Variable Type,Remove Parameter,Extract Method,Change Parameter Type,Extract Attribute,Move Class,Change Attribute Type,Merge Variable,Move And Inline Method,Push Down Method,Remove Attribute Annotation,Extract Interface,Pull Up Attribute,Add Attribute Annotation,Add Class Annotation,Move Method,Move Source Folder,Extract Subclass,Push Down Attribute,Parameterize Variable,Move Attribute,Pull Up Method,Extract And Move Method,Split Attribute,Extract Superclass,Extract Class,Reorder Parameter,Modify Class Annotation,Add Parameter Annotation,Remove Parameter Annotation,Modify Parameter Annotation,Replace Variable With Attribute,Modify Attribute Annotation,Merge Attribute,Merge Parameter,Replace Attribute,Split Parameter,Add Variable Annotation,Change Package,Remove Variable Annotation,sum,delta
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegator,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxy,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.baseline,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJavassist,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixWithTypePool,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.baseline,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithPrefix,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithAccessor,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddyWithTypePool,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddy,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkCglib,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJavassist,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegator,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkJavassist,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegatorWithTypePool,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy,dc4dabd8fee800c34b06382b9f7036ab9befa6fc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJavassist,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddy,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithAnnotations,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkCglib,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJavassist,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkJavassist,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAnnotations,f3688007c7fcededf9770e73cf44f67334ebd16b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorWithTypePool,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegator,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxy,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.baseline,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator,cd478b68a1f5595ef2ecb6a1f2c6f04685a8259d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
