"(Benchmark_method, commit)",Extract Variable,Add Class Annotation,Remove Class Annotation,Remove Method Annotation,Change Variable Type,Add Method Annotation,Remove Parameter,Replace Variable With Attribute,Change Return Type,Extract Method,Change Attribute Type,Add Parameter,Change Package,Move Class,Extract Class,Move Method,Move Attribute,Add Attribute Annotation,Change Parameter Type,Move And Inline Method,Extract Superclass,Pull Up Method,Pull Up Attribute,Extract Attribute,Modify Class Annotation,Inline Method,Merge Parameter,Push Down Method,Extract Subclass,Push Down Attribute,Reorder Parameter,Add Parameter Annotation,Inline Variable,Modify Method Annotation,Merge Variable,Parameterize Variable,Extract And Move Method,Merge Attribute,Extract Interface,Remove Variable Annotation,Split Parameter,Split Variable,Remove Attribute Annotation,sum,delta
"(edu.illinois.library.cantaloupe.perf.TIFFImageReaderPerformance.testGetCompressionWithUncompressedImage,2c4b1a94bf565a6ecca15ea1ca9df7f744d5b666)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithPlanarImageAndEXIFMetadata,2c4b1a94bf565a6ecca15ea1ca9df7f744d5b666)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithPlanarImageAndXMPMetadata,2c4b1a94bf565a6ecca15ea1ca9df7f744d5b666)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithPlanarImage,2c4b1a94bf565a6ecca15ea1ca9df7f744d5b666)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithBufferedImageAndIPTCMetadata,2c4b1a94bf565a6ecca15ea1ca9df7f744d5b666)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithBufferedImageAndEXIFMetadata,2c4b1a94bf565a6ecca15ea1ca9df7f744d5b666)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageReaderPerformance.testGetMetadata,2c4b1a94bf565a6ecca15ea1ca9df7f744d5b666)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithBufferedImage,2c4b1a94bf565a6ecca15ea1ca9df7f744d5b666)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithPlanarImageAndIPTCMetadata,2c4b1a94bf565a6ecca15ea1ca9df7f744d5b666)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithBufferedImageAndXMPMetadata,2c4b1a94bf565a6ecca15ea1ca9df7f744d5b666)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageReaderPerformance.testReadWithMonoResolutionImageAndNoScaleFactor,2c4b1a94bf565a6ecca15ea1ca9df7f744d5b666)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.OpenJpegProcessorPerformance.testReadImageInfoOnAllFixtures,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.imageio.TIFFImageWriterPerformance.testWriteWithBufferedImageAndEXIFMetadata,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.imageio.TIFFImageReaderPerformance.testGetMetadata,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.imageio.TIFFImageWriterPerformance.testWriteWithBufferedImage,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.imageio.TIFFImageWriterPerformance.testWriteWithBufferedImageAndXMPMetadata,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.imageio.TIFFImageWriterPerformance.testWriteWithPlanarImageAndIPTCMetadata,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.imageio.TIFFImageWriterPerformance.testWriteWithPlanarImageAndXMPMetadata,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.imageio.TIFFImageWriterPerformance.testWriteWithPlanarImageAndEXIFMetadata,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.imageio.TIFFImageReaderPerformance.testReadWithMonoResolutionImageAndNoScaleFactor,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.imageio.TIFFImageWriterPerformance.testWriteWithPlanarImage,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.KakaduProcessorPerformance.testReadImageInfoOnAllFixtures,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.imageio.TIFFImageReaderPerformance.testGetCompressionWithUncompressedImage,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.processor.imageio.TIFFImageWriterPerformance.testWriteWithBufferedImageAndIPTCMetadata,2cfea05e392b40b630e2cff3977e9c4fa3156fc6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithBufferedImageAndXmpMetadata,322eda8ab40b050a7e610da4e516e5d684b215dd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithPlanarImageAndIptcMetadata,322eda8ab40b050a7e610da4e516e5d684b215dd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithPlanarImageAndExifMetadata,322eda8ab40b050a7e610da4e516e5d684b215dd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithPlanarImage,322eda8ab40b050a7e610da4e516e5d684b215dd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageReaderPerformance.testGetCompression,322eda8ab40b050a7e610da4e516e5d684b215dd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageReaderPerformance.testGetMetadata,322eda8ab40b050a7e610da4e516e5d684b215dd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithBufferedImage,322eda8ab40b050a7e610da4e516e5d684b215dd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithBufferedImageAndExifMetadata,322eda8ab40b050a7e610da4e516e5d684b215dd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithPlanarImageAndXmpMetadata,322eda8ab40b050a7e610da4e516e5d684b215dd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithBufferedImageAndIptcMetadata,322eda8ab40b050a7e610da4e516e5d684b215dd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageReaderPerformance.testReadWithMonoResolutionImageAndNoScaleFactor,322eda8ab40b050a7e610da4e516e5d684b215dd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageReaderPerformance.testGetCompressionWithUncompressedImage,0d71fa5f85167a279046c5a07c216a5e94f9a873)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithPlanarImageAndEXIFMetadata,0d71fa5f85167a279046c5a07c216a5e94f9a873)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithPlanarImageAndXMPMetadata,0d71fa5f85167a279046c5a07c216a5e94f9a873)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithPlanarImage,0d71fa5f85167a279046c5a07c216a5e94f9a873)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithBufferedImageAndIPTCMetadata,0d71fa5f85167a279046c5a07c216a5e94f9a873)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithBufferedImageAndEXIFMetadata,0d71fa5f85167a279046c5a07c216a5e94f9a873)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageReaderPerformance.testGetMetadata,0d71fa5f85167a279046c5a07c216a5e94f9a873)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithBufferedImage,0d71fa5f85167a279046c5a07c216a5e94f9a873)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithPlanarImageAndIPTCMetadata,0d71fa5f85167a279046c5a07c216a5e94f9a873)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageWriterPerformance.testWriteWithBufferedImageAndXMPMetadata,0d71fa5f85167a279046c5a07c216a5e94f9a873)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.TIFFImageReaderPerformance.testReadWithMonoResolutionImageAndNoScaleFactor,0d71fa5f85167a279046c5a07c216a5e94f9a873)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.readInfoWithGIF,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageReaderPerformance.testGetSize,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testGetCompression,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testReadWithArguments,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.readInfoWithPNG,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.readInfoWithJPG,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithBufferedImageAndEXIFMetadata,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageReaderPerformance.testGetCompression,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.processWithAVI,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageWriterPerformance.testWriteWithPlanarImage,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageReaderPerformance.testReadRenderedWithArguments,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testGetCompression,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.processWithGIF,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageWriterPerformance.testWriteWithPlanarImage,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImageAndIPTCMetadata,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testGetSize,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImageAndEXIFMetadata,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testReadRenderedWithArguments,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithBufferedImage,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.KakaduDemoProcessorPerformance.process,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.processWithBMP,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.readInfoWithTIF,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testReadRendered,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageReaderPerformance.testReadRendered,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testReadRendered,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.OpenJpegProcessorPerformance.process,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.processWithBMP,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageWriterPerformance.testWriteWithBufferedImage,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.processWithFLV,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP,8b2cdbc2b583bfd395f55dc94fac5c5eda0e4920)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
