"(Benchmark_method, commit)",Extract Variable,Change Attribute Type,Change Variable Type,Inline Method,Remove Method Annotation,Add Class Annotation,Add Method Annotation,Change Parameter Type,Move Method,Extract Method,Extract And Move Method,Extract Attribute,Replace Variable With Attribute,Remove Class Annotation,Move Class,Change Package,Change Return Type,Inline Variable,Move Attribute,Remove Parameter,Merge Attribute,Extract Interface,Extract Superclass,Pull Up Method,Parameterize Variable,Move And Inline Method,Add Parameter,Split Attribute,Modify Attribute Annotation,Modify Class Annotation,Pull Up Attribute,Replace Attribute,Add Attribute Annotation,Extract Class,Move Source Folder,Modify Method Annotation,Extract Subclass,Push Down Method,Push Down Attribute,Reorder Parameter,Merge Parameter,Merge Variable,sum,delta
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidOS,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureMathSin,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureMathSinDeg,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureThrustAltR,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureThreadLocal,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureMathUtils,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doJDK32,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLongFalcon64,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.FOVCacheBenchmark.measureFOV,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureThrustAltIntR,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureThreadLocalInt,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureAtan2BaselineFloat,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLongLightning32,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureThrustAlt,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertStringSquidDefaultOM3,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertStringLinkedHashSet,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureMathAtan2,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureOpenSimplex3D,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureSeeded3D,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureSinApproxFloat,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureCosApproxFloat,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureCosApproxDeg,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureASinApprox,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureEasySimplex3D,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLongMist64,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertStringSquidMildOM2,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertStringSquidDefaultOM2,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLongSirocco64,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.measureWaypoint2,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.countWaypoint3,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureSeeded6D,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLongPeriodIntR,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureJDKInt,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureQuasiRegionG,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLongPeriodR,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doCharFalcon32,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doFlood,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureCosApproxNickBit,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doRetract,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureSeeded2D,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidPrimitiveOM3,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doPack,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.BenchmarkState.measurePointHash2D,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doCharSirocco64,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doFalcon32,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureApproxAtan2AltFloat,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureMixedRegionG,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidOS3,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureOpenSimplex2D,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureFlapIntR,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLongJDK32,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertStringSquidDefaultOS,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doCharJDK32,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS3,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXoRoR,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doFringeG,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidOM,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.BenchmarkState.measurePointHash4D,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doJolt32,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureEasySimplex4D,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOM3,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doCharMist32,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLongHive64,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureSinApproxNickBit,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLapInt,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doCharLightning32,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLathe32Int,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.doScanDijkstra,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLap,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doSurfaceG,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureFlap,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLongPeriod,59528dfd2595c338ee11ea6e2d5159d23ac73db7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measurePermutedIntR,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLightInt,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.measureWaypoint3,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXorIntR,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.measureWaypoint,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXorInt,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureRetract,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLightR,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureExpand,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXoRoIntR,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.measureWaypoint2,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXoRoInt,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.countWaypoint3,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureUnion,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.countWaypoint,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXor,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measureScan,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measurePermutedR,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureFringe,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.countWaypoint2,c4cca0f8a913f85844de260c14530c7d13551712)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
