"(Benchmark_method, commit)",Extract Variable,Change Attribute Type,Change Variable Type,Inline Method,Remove Method Annotation,Add Class Annotation,Add Method Annotation,Change Parameter Type,Move Method,Extract Method,Extract And Move Method,Extract Attribute,Replace Variable With Attribute,Remove Class Annotation,Move Class,Change Package,Change Return Type,Inline Variable,Move Attribute,Remove Parameter,Merge Attribute,Extract Interface,Extract Superclass,Pull Up Method,Parameterize Variable,Move And Inline Method,Add Parameter,Split Attribute,Modify Attribute Annotation,Modify Class Annotation,Pull Up Attribute,Replace Attribute,Add Attribute Annotation,Extract Class,Move Source Folder,Modify Method Annotation,Extract Subclass,Push Down Method,Push Down Attribute,Reorder Parameter,Merge Parameter,Merge Variable,sum,delta
"(squidpony.performance.RNGBenchmark.measureXoRo,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureRetractG,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measureScanOldCustomDijkstra,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLFSR,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLight,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureThunderInt,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureSurface,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measureTinyPathOldCustomDijkstra,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureJVMInt,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.LOSBenchmark.measureDDA,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureControl,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measurePathDijkstra,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureFlood,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureFloodG,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.measureWaypoint3,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureFlapR,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureThunderIntR,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureWispInt,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measureTinyPathCustomDijkstra,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measureScanDijkstra,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureFNVInt,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measurePermutedR,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.measurePath,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureWhirling3D,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measurePathGDXAStar,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureWhirling4D,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measurePermutedInt,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measureTinyPathOldDijkstra,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureFNV,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measurePack,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureSurfaceG,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureIntersectG,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLightR,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureWhirlingAlt2D,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measurePintR,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.measureWaypoint,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measurePerlin2D,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureMistInt,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.LOSBenchmark.measureOrtho,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLFSRIntR,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureMist,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.LOSBenchmark.measureBresenham,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measureTinyPathGDXAStar,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.LOSBenchmark.measureRay,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.measurePath3,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureLightning,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measurePintIntR,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureMerlin2D,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.measurePath2,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLightIntR,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureUnionG,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.FOVCacheBenchmark.measureFOV,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureFalcon,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measurePerlin4D,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureFalconInt,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureStorm,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measurePathOldDijkstra,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureSeeded3D,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureRetract,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureExpandG,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureExpand,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measurePerlin3D,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.measureWaypoint2,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureWisp,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.countWaypoint3,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureSeeded6D,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLFSRR,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureSeeded2D,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureFringeG,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureControlDouble,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureWhirlingAlt3D,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measureTinyPathDijkstra,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureFlapIntR,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measureScanOldDijkstra,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.measurePathCustomDijkstra,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXoRoR,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureSketchInt,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureMerlin3D,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measurePint,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureFlap,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureStormInt,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measurePermuted,150c7a59ef942351bc39666891cb28739b0a3878)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doCharMist64,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLightInt,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureMixedSeparatedAltG,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureMathCosDeg,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLongJDK32Mixed,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.BenchmarkState.measureHastyPointHash3D,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXoRoIntR,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureWhirling2D,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doRetractG,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXoRoInt,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureSeeded4D,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureThrustAlt32,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doCharHive64,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.countWaypoint,c474d95d897da3e5c9c2c9439af631a196cc971b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
