"(Benchmark_method, commit)",Extract Method,Change Attribute Type,Parameterize Variable,Extract Variable,Change Return Type,Replace Variable With Attribute,Change Variable Type,Change Parameter Type,Pull Up Method,Extract Attribute,Move Method,Move Class,Extract Subclass,Pull Up Attribute,Push Down Method,Push Down Attribute,Move Attribute,Inline Method,Extract Class,Inline Variable,Split Variable,Extract And Move Method,Merge Attribute,Split Parameter,Extract Superclass,Split Attribute,Move Source Folder,Change Package,Merge Parameter,Replace Attribute,Extract Interface,Merge Variable,sum,delta
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,eaa6014049e6bc8253f5b0282e4ace8a3aff92e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,6bf69714ed2e336499bec7d3513773bf8a4f2a02)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,6bf69714ed2e336499bec7d3513773bf8a4f2a02)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,6bf69714ed2e336499bec7d3513773bf8a4f2a02)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,6bf69714ed2e336499bec7d3513773bf8a4f2a02)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,6bf69714ed2e336499bec7d3513773bf8a4f2a02)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,6bf69714ed2e336499bec7d3513773bf8a4f2a02)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,6bf69714ed2e336499bec7d3513773bf8a4f2a02)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,6bf69714ed2e336499bec7d3513773bf8a4f2a02)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,6bf69714ed2e336499bec7d3513773bf8a4f2a02)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,6bf69714ed2e336499bec7d3513773bf8a4f2a02)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,8e0e9fb0fd2792bcce5ce9466ab5d2e1423f756f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,8e0e9fb0fd2792bcce5ce9466ab5d2e1423f756f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,8e0e9fb0fd2792bcce5ce9466ab5d2e1423f756f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,8e0e9fb0fd2792bcce5ce9466ab5d2e1423f756f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,8e0e9fb0fd2792bcce5ce9466ab5d2e1423f756f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,8e0e9fb0fd2792bcce5ce9466ab5d2e1423f756f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,8e0e9fb0fd2792bcce5ce9466ab5d2e1423f756f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,8e0e9fb0fd2792bcce5ce9466ab5d2e1423f756f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,8e0e9fb0fd2792bcce5ce9466ab5d2e1423f756f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,8e0e9fb0fd2792bcce5ce9466ab5d2e1423f756f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.client.DigestTypeBenchmark.digestManager,131685252b714daed9daa80ecbaf148f208c9bc5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,511fc810d753dbdf147a2e2eabb9065192cdf7e5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,511fc810d753dbdf147a2e2eabb9065192cdf7e5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,511fc810d753dbdf147a2e2eabb9065192cdf7e5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,511fc810d753dbdf147a2e2eabb9065192cdf7e5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,511fc810d753dbdf147a2e2eabb9065192cdf7e5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,511fc810d753dbdf147a2e2eabb9065192cdf7e5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,511fc810d753dbdf147a2e2eabb9065192cdf7e5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,511fc810d753dbdf147a2e2eabb9065192cdf7e5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,a71da1d1bae1790c913b773cdb14f61374687625)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,a71da1d1bae1790c913b773cdb14f61374687625)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,a71da1d1bae1790c913b773cdb14f61374687625)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,a71da1d1bae1790c913b773cdb14f61374687625)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,a71da1d1bae1790c913b773cdb14f61374687625)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,a71da1d1bae1790c913b773cdb14f61374687625)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,fc8097f33242d6b1a6cbcce10466fb5bfc663b5a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,e021ac31cb1acb8de6d4161a618e76127d04d1c8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,e021ac31cb1acb8de6d4161a618e76127d04d1c8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,e021ac31cb1acb8de6d4161a618e76127d04d1c8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,e021ac31cb1acb8de6d4161a618e76127d04d1c8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,e021ac31cb1acb8de6d4161a618e76127d04d1c8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,e021ac31cb1acb8de6d4161a618e76127d04d1c8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.client.DigestTypeBenchmark.digestManager,51b93bad7622878b1f2f3246c9880851731e84af)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,b53c0c3370c42d753afb852824ea12d2dbce4f2e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,b53c0c3370c42d753afb852824ea12d2dbce4f2e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,b53c0c3370c42d753afb852824ea12d2dbce4f2e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,b53c0c3370c42d753afb852824ea12d2dbce4f2e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,b53c0c3370c42d753afb852824ea12d2dbce4f2e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,a226dbedff03102291648df3a60e78a2c85ae65f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,318893399b8040a7d291b8094f0d218a3b4e4f1e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,318893399b8040a7d291b8094f0d218a3b4e4f1e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,318893399b8040a7d291b8094f0d218a3b4e4f1e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,318893399b8040a7d291b8094f0d218a3b4e4f1e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,318893399b8040a7d291b8094f0d218a3b4e4f1e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,318893399b8040a7d291b8094f0d218a3b4e4f1e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,318893399b8040a7d291b8094f0d218a3b4e4f1e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,318893399b8040a7d291b8094f0d218a3b4e4f1e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,26c77d24f848a42c8e339820dbea869233f9475e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,26c77d24f848a42c8e339820dbea869233f9475e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,26c77d24f848a42c8e339820dbea869233f9475e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,26c77d24f848a42c8e339820dbea869233f9475e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,26c77d24f848a42c8e339820dbea869233f9475e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,26c77d24f848a42c8e339820dbea869233f9475e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,26c77d24f848a42c8e339820dbea869233f9475e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,26c77d24f848a42c8e339820dbea869233f9475e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,26c77d24f848a42c8e339820dbea869233f9475e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,26c77d24f848a42c8e339820dbea869233f9475e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.client.DigestTypeBenchmark.digestManager,d6de867f594ee5f7aef25ed8d6591029befe8c19)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,534366536ea8180b405ad430604389a8948cf42f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,534366536ea8180b405ad430604389a8948cf42f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,534366536ea8180b405ad430604389a8948cf42f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,534366536ea8180b405ad430604389a8948cf42f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,534366536ea8180b405ad430604389a8948cf42f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,534366536ea8180b405ad430604389a8948cf42f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,534366536ea8180b405ad430604389a8948cf42f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,534366536ea8180b405ad430604389a8948cf42f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,534366536ea8180b405ad430604389a8948cf42f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,534366536ea8180b405ad430604389a8948cf42f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,faeb9bb89c40045bd63681ecab662b838cdeec32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,faeb9bb89c40045bd63681ecab662b838cdeec32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,faeb9bb89c40045bd63681ecab662b838cdeec32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,faeb9bb89c40045bd63681ecab662b838cdeec32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,faeb9bb89c40045bd63681ecab662b838cdeec32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,faeb9bb89c40045bd63681ecab662b838cdeec32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,faeb9bb89c40045bd63681ecab662b838cdeec32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,faeb9bb89c40045bd63681ecab662b838cdeec32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,faeb9bb89c40045bd63681ecab662b838cdeec32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,faeb9bb89c40045bd63681ecab662b838cdeec32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,36d8590e42f8f34f79568dad7494c38c28adecb4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,36d8590e42f8f34f79568dad7494c38c28adecb4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,36d8590e42f8f34f79568dad7494c38c28adecb4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,36d8590e42f8f34f79568dad7494c38c28adecb4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,36d8590e42f8f34f79568dad7494c38c28adecb4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,36d8590e42f8f34f79568dad7494c38c28adecb4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,36d8590e42f8f34f79568dad7494c38c28adecb4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,36d8590e42f8f34f79568dad7494c38c28adecb4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,6b7c2efc249783033965c6d79e0a5180a4083bef)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,6b7c2efc249783033965c6d79e0a5180a4083bef)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,6b7c2efc249783033965c6d79e0a5180a4083bef)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,6b7c2efc249783033965c6d79e0a5180a4083bef)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,6b7c2efc249783033965c6d79e0a5180a4083bef)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,6b7c2efc249783033965c6d79e0a5180a4083bef)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
