"(Benchmark_method, commit)",Change Return Type,Change Parameter Type,Push Down Method,Extract Superclass,Pull Up Method,Pull Up Attribute,Extract Method,Extract Variable,Inline Variable,Change Attribute Type,Extract Class,Move Method,Change Variable Type,Extract And Move Method,Move Class,Extract Interface,Move Attribute,Inline Method,Change Package,Parameterize Variable,Move Source Folder,Extract Attribute,Push Down Attribute,Extract Subclass,Replace Variable With Attribute,Merge Parameter,sum,delta
"(org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.onePrimitiveArg,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffNone.tpt,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.channels.SpscChannelThroughputTest.backoffOneNano,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.sum,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.contains,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.tenMixedArgs,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.baseline.QueueOfferPoll.offerAndPollLoops,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqDrainFillThroughputBackoffNone.normal,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffConsume.tpt,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.QueueBurstCost.burstCost,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgs,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.counters.CountersBenchmark.rw,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgs,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArg,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneObjectArgBaseline,511665c89ce7c2729b0dcfeeb2183908e87e417f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArg,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.onePrimitiveArgBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.MpqBurstCost.burstCost,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.add,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneObjectArg,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgs,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgs,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.tenMixedArgsBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.unalignedPrimitiveArgs,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.pr,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.alignedPrimitiveArgs,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgs,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.cr,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.nor,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgsBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.QueueThroughputBaseline.tpt,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.onePrimitiveArg,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.channels.SpscChannelThroughputTest.busy,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.tenMixedArgsBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.IntrusiveQueueThroughputBackoffNone.tpt,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneObjectArg,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffNano.tpt,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffYield.tpt,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.tenMixedArgs,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.maps.nhbm_test.jmh.ConcurrentMapThroughput.randomGetPutRemove,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneObjectArgBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.bothr,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.noArgs,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.channels.ChannelThroughputBackoffNone.tpt,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.baseline.SingleThreadedOffer.offerLoop,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.remove,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.baseline.SingleThreadedPoll.poll,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.noArgsBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.onePrimitiveArgBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.onePrimitiveArg,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffNone.tpt,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.channels.SpscChannelThroughputTest.backoffOneNano,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.sum,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.contains,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.tenMixedArgs,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.baseline.QueueOfferPoll.offerAndPollLoops,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqDrainFillThroughputBackoffNone.normal,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffConsume.tpt,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.QueueBurstCost.burstCost,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgs,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.counters.CountersBenchmark.rw,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgs,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArg,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneObjectArgBaseline,8f5c9aebec9ee1cc2b7c6dbcc4bac22370593a55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArg,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.onePrimitiveArgBaseline,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.MpqBurstCost.burstCost,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.add,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneObjectArg,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgs,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgs,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.tenMixedArgsBaseline,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.unalignedPrimitiveArgs,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.pr,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.alignedPrimitiveArgs,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgs,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.cr,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.nor,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgsBaseline,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.QueueThroughputBaseline.tpt,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.onePrimitiveArg,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.channels.SpscChannelThroughputTest.busy,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.tenMixedArgsBaseline,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.IntrusiveQueueThroughputBackoffNone.tpt,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneObjectArg,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffNano.tpt,16415766ddfaa183c01b5bc3d6e6c438b567c391)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
